en,de,kind,category,confidence,source,verified_at,note,loc_key,en_id
Fertile Grounds,Fruchtbare Böden,effect,,localization,resources.assets,2026-09-22,,ModifierEffect_AdditionalGrass_Name,fertile_grounds
Fertilizer,Dünger,effect,,localization,resources.assets,2026-09-22,,Reward_PlantingRatePlus30_Name,fertilizer
Festering Wounds,Schwärende Wunden,effect,,localization,resources.assets,2026-09-22,,Reward_BatResolveForFrogDeath_Name,festering_wounds
Festive Mood,Festliche Stimmung,effect,,localization,resources.assets,2026-09-22,,Effect_FallenViceroyCommemoration_Name,festive_mood
Fiber Delivery Line,Faser-Lieferkette,effect,,localization,resources.assets,2026-09-22,,Reward_GoodPerMinute_Fiber_Name,fiber_delivery_line
Fickle Flame,Flackerflamme,effect,,localization,resources.assets,2026-09-22,,Reward_FuelConsumptionHaunted_Name,fickle_flame
Field Test,Feldtest,effect,,localization,resources.assets,2026-09-22,,Effect_BlightBomb_Explosion_Name,field_test
Fiery Wrath,Feuriger Zorn,effect,,localization,resources.assets,2026-09-22,,Reward_SacrificeCostForImpatience_Name,fiery_wrath
Filling Dish,Sättigendes Gericht,effect,,localization,resources.assets,2026-09-22,,Reward_FillingDish_Name,filling_dish
Filthy Trick,Schmutziger Trick,effect,,localization,resources.assets,2026-09-22,,Reward_ReputationPenaltyCorruptedCaravan_Name,filthy_trick
Finders Keepers,Finderlohn,effect,,localization,resources.assets,2026-09-22,,SeasonalEffect_SpringRoutes_Name,finders_keepers
Firekeeper Letters,Briefe der Feuerwärter,effect,,localization,resources.assets,2026-09-22,,Effect_SacrificeStackForTrade_Name,firekeeper_letters
Firekeeper's Armor,Rüstung des Feuerwärters,effect,,localization,resources.assets,2026-09-22,,Effect_HearthCorruptionRate_Name,firekeepers_armor
Firekeeper's Prayer,Gebet des Feuerwärters,effect,,localization,resources.assets,2026-09-22,,Effect_RelicTimeReduction_Name,firekeepers_prayer
Firelink Ritual,Feuerbande-Ritual,effect,,localization,resources.assets,2026-09-22,,Reward_LowerHostilityForReligion_Name,firelink_ritual
Fish Delivery Line,Fisch-Lieferkette,effect,,localization,resources.assets,2026-09-22,,Reward_GoodPerMinute_Fish_Name,fish_delivery_line
Fish Flood,Fischflut,effect,,localization,resources.assets,2026-09-22,,Reward_SeasonalEffect_RawProd_Fish_Name,fish_flood
Fish Scaler,Fischentschupper,effect,,localization,resources.assets,2026-09-22,,Reward_ScalesRawProd_Name,fish_scaler
Fish Scraps,Fischreste,effect,,localization,resources.assets,2026-09-22,,Reward_BaitForCrafting_Name,fish_scraps
Fishmen Ritual Site,Rituelle Stätte der Fischmenschen,effect,,localization,resources.assets,2026-09-22,,ModifierEffect_NoOrders_Name,fishmen_ritual_site
Fishmen Rituals,Fischmenschenrituale,effect,,localization,resources.assets,2026-09-22,,Effect_LongStormTotem_Name,fishmen_rituals
Fishmen Traps,Fischmenschenfallen,effect,,localization,resources.assets,2026-09-22,,Effect_FishmenTraps_Name,fishmen_traps
Flame Amulets,Flammenamulette,effect,,localization,resources.assets,2026-09-22,,Reward_LessHostilityPerWoodcutter_Name,flame_amulets
Flavour Enhancer,Geschmacksverstärker,effect,,localization,resources.assets,2026-09-22,,Reward_FlavourEnhancer_Name,flavour_enhancer
Flooded Mines,Geflutete Minen,effect,,localization,resources.assets,2026-09-22,,ModifierEffect_HostilityPeople_Name,flooded_mines
Flooded Roads,Überflutete Straßen,effect,,localization,resources.assets,2026-09-22,,SeasonalEffect_TradeRouteStorm_Name,flooded_roads
Flooding,Überschwemmung,effect,,localization,resources.assets,2026-09-22,,Effect_RainTotemRoads_Name,flooding
Flour Delivery Line,Mehl-Lieferkette,effect,,localization,resources.assets,2026-09-22,,Reward_GoodPerMinute_Flour_Name,flour_delivery_line
Fog,Nebel,effect,,localization,resources.assets,2026-09-22,,ConditionalNeedEffect_Fog_Name,fog
Forbidden Lands,Verbotene Länder,effect,,localization,resources.assets,2026-09-22,,ModifierEffect_ForbiddenLands_Name,forbidden_lands
Forbidden Ritual,Verbotenes Ritual,effect,,localization,resources.assets,2026-09-22,,Effect_RelicRitual_Name,forbidden_ritual
Forbidden Seal Shard,Verbotener Siegelsplitter,effect,,localization,resources.assets,2026-09-22,,Effect_ExtraProductionForCorruption_Name,forbidden_seal_shard
Forbidden Tools,Verbotene Werkzeuge,effect,,localization,resources.assets,2026-09-22,,Effect_ToolsforHostility_Name,forbidden_tools
Force of Nature,Naturgewalt,effect,,localization,resources.assets,2026-09-22,,Effect_StormWaterForWoodcutters_Name,force_of_nature
Forced Improvisation,Erzwungene Improvisation,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_ForcedImprovisation_Name,forced_improvisation
Forced Sacrifice,Zwangsopfer,effect,,localization,resources.assets,2026-09-22,,Effect_TempleAllLuxuryLost_Name,forced_sacrifice
Forest Offerings,Waldgaben,effect,,localization,resources.assets,2026-09-22,,SeasonalEffect_GoodsForSolvedRelics_Name,forest_offerings
Forge Trip Hammer,Hammerwerk,effect,,localization,resources.assets,2026-09-22,,Reward_ForgeTripHammer_Name,forge_trip_hammer
Forgiving Crown,Nachsichtige Krone,effect,,localization,resources.assets,2026-09-22,,SeasonalEffect_GiftForReputation_Name,forgiving_crown
Forsaken Gods Temple,Tempel der Verlassenen Götter,effect,,localization,resources.assets,2026-09-22,,ModifierEffect_NoLeaving_Name,forsaken_gods_temple
Forsaken Seal,Siegel der Verlassenen,effect,,localization,resources.assets,2026-09-22,,Reward_Hooked_CornerstoneRerollEachYear_Name,forsaken_seal
Fossil Leaching,Fossilien auswaschen,effect,,localization,resources.assets,2026-09-22,,Reward_FossilLeaching_Name,fossil_leaching
Foul Taste,Widerlicher Geschmack,effect,,localization,resources.assets,2026-09-22,,Effect_CauldronResolve_Name,foul_taste
Fox,Fuchs,effect,,localization,resources.assets,2026-09-22,,Reward_Fox_Name,fox
Fox Friendship,Fuchs-Freundschaft,effect,,localization,resources.assets,2026-09-22,,Reward_GuaranteedFoxesNewcommers_Name,fox_friendship
Fox Housing,Fuchshaus,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_FoxesHousingEffect_Name,fox_housing
Fox Pack Support,Fuchsrudel-Unterstützung,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_FoxesFactionSupport_Name,fox_pack_support
Fragrant Roots,Duftende Wurzeln,effect,,localization,resources.assets,2026-09-22,,Reward_IncenseForRoots_Name,fragrant_roots
Free Samples,Kostenlose Proben,effect,,localization,resources.assets,2026-09-22,,Reward_PartsForTrade_Name,free_samples
Frequent Caravans,Regelmäßige Karawanen,effect,,localization,resources.assets,2026-09-22,,Effect_ResolveForStartedRoute_Name,frequent_caravans
Frequent Patrols,Regelmäßige Patrouillen,effect,,localization,resources.assets,2026-09-22,,Effect_Hostilityforrelics_Name,frequent_patrols
Fresh Breeze,Frische Brise,effect,,localization,resources.assets,2026-09-22,,ConditionalNeedEffect_FreshBreeze_Name,fresh_breeze
Friend or Foe,Freund oder Feind,effect,,localization,resources.assets,2026-09-22,,Effect_CystForHostility_Name,friend_or_foe
Friendly Relations,Freundliche Beziehungen,effect,,localization,resources.assets,2026-09-22,,Reward_ResolveforStanding_Name,friendly_relations
Friends of the Forest,Freunde des Waldes,effect,,localization,resources.assets,2026-09-22,,Reward_NoBeaverHostility_Name,friends_of_the_forest
Frightening Visions,Furchterregende Visionen,effect,,localization,resources.assets,2026-09-22,,Effect_FrighteningVisions_Name,frightening_visions
Frog,Frosch,effect,,localization,resources.assets,2026-09-22,,Reward_Frog_Name,frog
Frog Clan Support,Froschclan-Unterstützung,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_FrogsFactionSupport_Name,frog_clan_support
Frog Friendship,Frosch-Freundschaft,effect,,localization,resources.assets,2026-09-22,,Reward_GuaranteedFrogNewcommers_Name,frog_friendship
Frog Housing,Froschunterkünfte,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_FrogHousingEffect_Name,frog_housing
From the Ashes,Aus der Asche,effect,,localization,resources.assets,2026-09-22,,Reward_ArtifactForDangerousRelic_Name,from_the_ashes
From the Shadows,Aus den Schatten,effect,,localization,resources.assets,2026-09-22,,Effect_VillagersForCorruption_Name,from_the_shadows
Frosts,Frost,effect,,localization,resources.assets,2026-09-22,,ModifierEffect_Frosts_Name,frosts
Fruitful Season,Erntezeit,effect,,localization,resources.assets,2026-09-22,,ConditionalNeedEffect_SpeedGathering_Name,fruitful_season
Frustrated,Frustriert,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_Frustrated_Name,frustrated
Fuel Donation,Brennstoffspende,effect,,localization,resources.assets,2026-09-22,,Effect_WE_RemoveFuel_Name,fuel_donation
Fuel Mix,Brennstoffmischung,effect,,localization,resources.assets,2026-09-22,,Reward_FuelMixed_Name,fuel_mix
Fuel Rods,Brennstäbe,effect,,localization,resources.assets,2026-09-22,,Effect_FuelRodActivation_Name,fuel_rods
Full Goblets,Volle Kelche,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_BeaverResolveWine_Name,full_goblets
Full Stock,Volle Lager,effect,,localization,resources.assets,2026-09-22,,Effect_TradeRouteSpeedforPacks_Name,full_stock
Fungal Growth,Pilzwucherung,effect,,localization,resources.assets,2026-09-22,,Reward_RawProd_Mushroom_Name,fungal_growth
Fungal Guide,Pilzführer,effect,,localization,resources.assets,2026-09-22,,Reward_MushroomSpecialization_Name,fungal_guide
Gate Presence,Tor-Präsenz,effect,,localization,resources.assets,2026-09-22,,Effect_DarkGateResolve_Name,gate_presence
Gathering Knowledge,Wissen sammeln,effect,,localization,resources.assets,2026-09-22,,Effect_MarshlandsGathererSpeed_Name,gathering_knowledge
Gathering Storm,Ein Sturm zieht auf,effect,,localization,resources.assets,2026-09-22,,ModifierEffect_GatheringStorm_Name,gathering_storm
Gathering Tools,Sammeln von Werkzeugen,effect,,localization,resources.assets,2026-09-22,,Reward_ProvisionsForGlade_Name,gathering_tools
Generous Donation,Großzügige Spende,effect,,localization,resources.assets,2026-09-22,,Reward_HalfReputationTrade_Name,generous_donation
Generous Gifts,Großzügige Geschenke,effect,,localization,resources.assets,2026-09-22,,Effect_HubsForNewcomerGoods_Name,generous_gifts
Generous Rations,Großzügige Rationen,effect,,localization,resources.assets,2026-09-22,,Reward_ResolveForConsumption_Name,generous_rations
Gentle Dawn,Sanfte Morgendämmerung,effect,,localization,resources.assets,2026-09-22,,Reward_SeasonalEffect_GentleDown_Name,gentle_dawn
Geological Survey,Geologische Vermessung,effect,,localization,resources.assets,2026-09-22,,Effect_SpawnOreAround_Name,geological_survey
Ghastly Chant,Gespenstischer Gesang,effect,,localization,resources.assets,2026-09-22,,Effect_TW_RelicsWorkingTime_Name,ghastly_chant
Giant Beast,Riesige Bestie,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_MoleResolvePenalty_Name,giant_beast
Giant Fluffbeak,Riesen-Fluffschnabel,effect,,localization,resources.assets,2026-09-22,,Reward_BiomeEffect_PoroStartingGlade_Name,giant_fluffbeak
Giant Organisms,Riesige Organismen,effect,,localization,resources.assets,2026-09-22,,Effect_MarshlandsGiantNodes_Name,giant_organisms
Giant Vegetables,Riesiges Gemüse,effect,,localization,resources.assets,2026-09-22,,Reward_RawProd_Vegetables_Name,giant_vegetables
Gift from the Woods,Ein Geschenk aus dem Wald,effect,,localization,resources.assets,2026-09-22,,Reward_SeasonalEffect_Wealthy Friends_Name,gift_from_the_woods
Gift of Fish,Geschenk der Fische,effect,,localization,resources.assets,2026-09-22,,Reward_CloakedWandererShrine_Fish_Name,gift_of_fish
Gift of Gathering,Geschenk des Sammelns,effect,,localization,resources.assets,2026-09-22,,Reward_CloakedWandererShrine_Gathering_Name,gift_of_gathering
Gift of Gratitude,Geschenk der Dankbarkeit,effect,,localization,resources.assets,2026-09-22,,Reward_GratitudeGift_Name,gift_of_gratitude
Gift of Salt,Geschenk des Salzes,effect,,localization,resources.assets,2026-09-22,,Reward_CloakedWandererShrine_Salt_Name,gift_of_salt
Gift of the Depths,Geschenk der Tiefen,effect,,localization,resources.assets,2026-09-22,,Reward_BiomeEffect_AlgaeSacrifice_Name,gift_of_the_depths
Gift of the Seal Keeper,Geschenk des Siegelwächters,effect,,localization,resources.assets,2026-09-22,,Effect_SealExtraCornerstone_Name,gift_of_the_seal_keeper
Gift of the Woodlands,Geschenk der Wälder,effect,,localization,resources.assets,2026-09-22,,Reward_HarvestingRate_RoyalWoodlandsPlus25_Name,gift_of_the_woodlands
Gleeman's Tales,Spielmannsgeschichten,effect,,localization,resources.assets,2026-09-22,,Reward_InstitutionGlobalResolve_Name,gleemans_tales
Golden Dust,Goldener Staub,effect,,localization,resources.assets,2026-09-22,,SeasonalEffect_ClearanceForDrizzle_Name,golden_dust
Golden Marrow,Goldmark,effect,,localization,resources.assets,2026-09-22,,Effect_AmberForSeaMarrow_Name,golden_marrow
Good Health,Gute Gesundheit,effect,,localization,resources.assets,2026-09-22,,Effect_InstitutionGlobalProductionRate_Name,good_health
Grain Bags,Getreidesäcke,effect,,localization,resources.assets,2026-09-22,,Reward_GrainSpecialization_Name,grain_bags
Grain Delivery Line,Getreide-Lieferkette,effect,,localization,resources.assets,2026-09-22,,Reward_GoodPerMinute_Grain_Name,grain_delivery_line
Greater Threat,Größere Bedrohung,effect,,localization,resources.assets,2026-09-22,,SeasonalEffect_GreaterThreat_Name,greater_threat
Grim Fate,Düsteres Schicksal,effect,,localization,resources.assets,2026-09-22,,SeasonalEffect_GrimFate_Name,grim_fate
Groundwater Extraction,Grundwasser-Extraktion,effect,,localization,resources.assets,2026-09-22,,Effect_Extractor_ClearanceWaterPerMin_Name,groundwater_extraction
Group of Bats,Gruppe von Fledermäusen,effect,,localization,resources.assets,2026-09-22,,Reward_GroupOfBats_Name,group_of_bats
Group of Beavers,Biber-Gruppe,effect,,localization,resources.assets,2026-09-22,,Reward_GroupOfBeavers_Name,group_of_beavers
Group of Foxes,Fuchs-Gruppe,effect,,localization,resources.assets,2026-09-22,,Reward_Foxes_Name,group_of_foxes
Group of Frogs,Frosch-Gruppe,effect,,localization,resources.assets,2026-09-22,,Reward_Frogs_Name,group_of_frogs
Group of Harpies,Harpyien-Gruppe,effect,,localization,resources.assets,2026-09-22,,Reward_GroupOfHarpies_Name,group_of_harpies
Group of Humans,Menschen-Gruppe,effect,,localization,resources.assets,2026-09-22,,Reward_GroupOfHumans_Name,group_of_humans
Group of Lizards,Echsen-Gruppe,effect,,localization,resources.assets,2026-09-22,,Reward_GroupOfLizards_Name,group_of_lizards
Growing Darkness,Wachsende Dunkelheit,effect,,localization,resources.assets,2026-09-22,,Effect_WorseStorms_Name,growing_darkness
Growth Medium,Wachstumsmedium,effect,,localization,resources.assets,2026-09-22,,Effect_CystForFood_Name,growth_medium
Grubbing Tools,Rodungswerkzeuge,effect,,localization,resources.assets,2026-09-22,,Reward_RootsForGlades_Name,grubbing_tools
Guild Catalogue,Gildenkatalog,effect,,localization,resources.assets,2026-09-22,,Effect_ExtraTraderMerch_Name,guild_catalogue
Guild Territory,Gildengebiet,effect,,localization,resources.assets,2026-09-22,,ModifierEffect_OneInitialVillagerPerRace_Name,guild_territory
"Guild of Traders, or Thieves?",Gilde der Händler oder Diebe?,effect,,localization,resources.assets,2026-09-22,,Effect_HigherTradersPrices_Name,guild_of_traders_or_thieves
Guild's Disfavor,Ungnade der Gilde,effect,,localization,resources.assets,2026-09-22,,Effect_GuildsDisfavor_Name,guilds_disfavor
Guild's Logbook,Logbuch der Gilde,effect,,localization,resources.assets,2026-09-22,,Effect_GladeInfo_Airship_Name,guilds_logbook
Guild's Sigil,Siegelring der Gilde,effect,,localization,resources.assets,2026-09-22,,Effect_TradingBonus_Airship_Name,guilds_sigil
Hailstorm,Hagelsturm,effect,,localization,resources.assets,2026-09-22,,ConditionalNeedEffect_Hailstorm_Name,hailstorm
Hard Times,Schwere Zeiten,effect,,localization,resources.assets,2026-09-22,,Effect_HardOrdersOnly_Name,hard_times
Harmony,Harmonie,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_HarmonyAltarPositive_Name,harmony
Harpy,Harpyie,effect,,localization,resources.assets,2026-09-22,,Reward_Harpy_Name,harpy
Harpy Clan Support,Harpyienclan-Unterstützung,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_HarpyFactionSupport_Name,harpy_clan_support
Harpy Friendship,Harpyien-Freundschaft,effect,,localization,resources.assets,2026-09-22,,Reward_GuaranteedHarpyNewcommers_Name,harpy_friendship
Harpy Housing,Harpyienwohnraum,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_HarpyHousingEffect_Name,harpy_housing
Haste Makes Waste,Eile mit Weile,effect,,localization,resources.assets,2026-09-22,,Reward_FasterScouts_Name,haste_makes_waste
Hauling Cart,Transportkarren,effect,,localization,resources.assets,2026-09-22,,Reward_HaulingCarts_Name,hauling_cart
Haunted,Spukerscheinungen,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_FrighteningVisionsResolveEffect_Name,haunted
Haunted Forest,Spukwald,effect,,localization,resources.assets,2026-09-22,,ModifierEffect_NoGladeInfo_Name,haunted_forest
Health Infusion,Gesundheitsaufguß,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_HarpyResolveTea_Name,health_infusion
Hearth Defect,Feuerstellendefekt,effect,,localization,resources.assets,2026-09-22,,Effect_FasterFuelSacrifice_Name,hearth_defect
Heavy Drops,Schwere Tropfen,effect,,localization,resources.assets,2026-09-22,,Reward_SeasonalEffect_RawProd_Sparkdew_Name,heavy_drops
Heavy Fog,Dichter Nebel,effect,,localization,resources.assets,2026-09-22,,Reward_GladeDangerBlock_Mistworm_Name,heavy_fog
Heavy Millstone,Schwerer Mühlstein,effect,,localization,resources.assets,2026-09-22,,Reward_HeavyMillStone_Name,heavy_millstone
Heavy Press,Schwere Presse,effect,,localization,resources.assets,2026-09-22,,Reward_OilRawProd_Name,heavy_press
Herb Delivery Line,Kräuter-Lieferkette,effect,,localization,resources.assets,2026-09-22,,Reward_GoodPerMinute_Herbs_Name,herb_delivery_line
Hidden Mystery,Verborgenes Geheimnis,effect,,localization,resources.assets,2026-09-22,,Effect_TabletsForGlades_Name,hidden_mystery
Hidden Reward,Versteckte Belohnung,effect,,localization,resources.assets,2026-09-22,,Effect_AncientTabletforEvents_Name,hidden_reward
Hidden Seal,Verborgenes Siegel,effect,,localization,resources.assets,2026-09-22,,Reward_BiomeEffect_SealedGlade_Name,hidden_seal
High Hygiene,Hohe Hygiene,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_HarpyResolveBalm_Name,high_hygiene
High Voltage,Hochspannung,effect,,localization,resources.assets,2026-09-22,,Effect_Hostility2_Name,high_voltage
Higher Expectations,Höhere Erwartungen,effect,,localization,resources.assets,2026-09-22,,Effect_LowerImpatienceReduction_Name,higher_expectations
Higher Standards,Höhere Standards,effect,,localization,resources.assets,2026-09-22,,Effect_FasterLeaving_Name,higher_standards
Homelessness,Obdachlosigkeit,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_HomelessnessPenalty_Name,homelessness
Horrors from Beneath,Das Grauen von unten,effect,,localization,resources.assets,2026-09-22,,SeasonalEffect_MineInStorm_Name,horrors_from_beneath
Hostility of the Forest,Feindseligkeit des Waldes,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_NewYearPenalty_Name,hostility_of_the_forest
Hot Springs,Heiße Quellen,effect,,localization,resources.assets,2026-09-22,,SeasonalEffect_HotSprings_Name,hot_springs
Human,Mensch,effect,,localization,resources.assets,2026-09-22,,Reward_Human_Name,human
Human Clan Support,Unterstützung der Menschenfraktion,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_HumansFactionSupport_Name,human_clan_support
Human Friendship,Menschen-Freundschaft,effect,,localization,resources.assets,2026-09-22,,Reward_GuaranteedHumanNewcommers_Name,human_friendship
Human Housing,Menschenhaus,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_HumanHousingEffect_Name,human_housing
Human Influx,Zustrom von Menschen,effect,,localization,resources.assets,2026-09-22,,Effect_HumanInflux_Name,human_influx
Humid Climate,Feuchtes Klima,effect,,localization,resources.assets,2026-09-22,,SeasonalEffect_FuelRateHostility_Name,humid_climate
Hunger,Hunger,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_HungerPenalty_Name,hunger
Hunger Storm,Hungersturm,effect,,localization,resources.assets,2026-09-22,,Effect_HungerStorm_Name,hunger_storm
Hungry Mistworm,Hungriger Nebelwurm,effect,,localization,resources.assets,2026-09-22,,Effect_RemoveFoodOverTime_Mistworm_Name,hungry_mistworm
Hunter-Gatherers,Jäger und Sammler,effect,,localization,resources.assets,2026-09-22,,Reward_Composite_HunterGatherers_Name,hunter_gatherers
Hunting Ground,Jagdrevier,effect,,localization,resources.assets,2026-09-22,,Effect_LessNewcommers_Name,hunting_ground
Important Matters,Wichtige Angelegenheiten,effect,,localization,resources.assets,2026-09-22,,Reward_SeasonalEffect_ReputationPenaltyRate_Name,important_matters
Improvised Tools,Improvisierte Werkzeuge,effect,,localization,resources.assets,2026-09-22,,Reward_Composite_ToolsForGladeForResolve_Name,improvised_tools
Incense Delivery Line,Weihrauch-Lieferkette,effect,,localization,resources.assets,2026-09-22,,Reward_GoodPerMinute_Incense_Name,incense_delivery_line
Industrialized Agriculture,Industrialisierte Landwirtschaft,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_AgriculturePenalty_Name,industrialized_agriculture
Industrialized Farming,Industrialisierte Landwirtschaft,effect,,localization,resources.assets,2026-09-22,,Reward_MorePacksOfCrops_Name,industrialized_farming
Infamous Viceroy,Berüchtigter Statthalter,effect,,localization,resources.assets,2026-09-22,,Reward_TraderIntervalAttack_Name,infamous_viceroy
Infamy,Ehrlosigkeit,effect,,localization,resources.assets,2026-09-22,,Reward_ImpatienceForDecision_Name,infamy
Infection,Ansteckung,effect,,localization,resources.assets,2026-09-22,,Effect_ToxicSlug_HungerMultiplier_Name,infection
Infestation,Befall,effect,,localization,resources.assets,2026-09-22,,Effect_Infestation_Name,infestation
Insane Gamble,Verrückte Wette,effect,,localization,resources.assets,2026-09-22,,Effect_ReputationPenaltyRate_Gambler_Seal_Name,insane_gamble
Insatiable Hunger,Unstillbarer Hunger,effect,,localization,resources.assets,2026-09-22,,ConditionalNeedEffect_GrowingFoodConsumption_Name,insatiable_hunger
Insect Delivery Line,Insekten-Lieferkette,effect,,localization,resources.assets,2026-09-22,,Reward_GoodPerMinute_Insects_Name,insect_delivery_line
Insect Lure,Insektenköder,effect,,localization,resources.assets,2026-09-22,,Reward_InsectLure_Name,insect_lure
Insect Traps,Insektenfallen,effect,,localization,resources.assets,2026-09-22,,Reward_InsectTraps_Name,insect_traps
Inspiring Pressure,Inspirierender Druck,effect,,localization,resources.assets,2026-09-22,,Reward_BiomeEffect_InspiringPressure_Name,inspiring_pressure
Inspiring Speech,Inspirierende Rede,effect,,localization,resources.assets,2026-09-22,,Effect_TW_LeavingRateReduction_Name,inspiring_speech
Inspiring View,Inspirierende Aussicht,effect,,localization,resources.assets,2026-09-22,,Effect_SELongerBreakInterval_Name,inspiring_view
Inspiring Work,Inspirierende Arbeit,effect,,localization,resources.assets,2026-09-22,,Reward_ResolveForGlade_Child_Name,inspiring_work
Instability,Instabilität,effect,,localization,resources.assets,2026-09-22,,Effect_FuelRodsNegative_Name,instability
Intensive Mutations,Intensive Mutationen,effect,,localization,resources.assets,2026-09-22,,Reward_SeasonalEffect_IntensiveMutations_Name,intensive_mutations
Into the Mists,In die Nebel,effect,,localization,resources.assets,2026-09-22,,Effect_StagRunning_Name,into_the_mists
Invigorating Winds,Belebende Winde,effect,,localization,resources.assets,2026-09-22,,ConditionalNeedEffect_InvigoratingWinds_Name,invigorating_winds
Invoker,Beschwörer,effect,,localization,resources.assets,2026-09-22,,Effect_FishmenNegativeMysteries_Name,invoker
Involuntary Sacrifice,Unfreiwilliges Opfer,effect,,localization,resources.assets,2026-09-22,,Effect_BuildingAndPacksProductionHalved_Name,involuntary_sacrifice
Iron Medal,Eisenmedaille,effect,,localization,resources.assets,2026-09-22,,CycleEffect_WeCornerstonesRerrolls_Name,iron_medal
Irresponsible Archaeology,Unverantwortliche Archäologie,effect,,localization,resources.assets,2026-09-22,,Effect_ReputationPenaltyRate100_Name,irresponsible_archaeology
Irresponsible Gamble,Unvernünftige Wette,effect,,localization,resources.assets,2026-09-22,,Effect_ReputationPenaltyRate_Gambler_Meta_Name,irresponsible_gamble
Jerky,Dörrfleisch,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_JerkyEffect_Name,jerky
Jerky Delivery Line,Dörrfleisch-Lieferkette,effect,,localization,resources.assets,2026-09-22,,Reward_GoodPerMinute_Jerky_Name,jerky_delivery_line
Joy Of Discovery,Die Freude an der Entdeckung,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_JoyOfDiscovery_Name,joy_of_discovery
Kelpie's Charm,Zauber des Flussgeists,effect,,localization,resources.assets,2026-09-22,,Effect_KelpiesCharm_Name,kelpies_charm
Kontai,Kontai,effect,,localization,resources.assets,2026-09-22,,Effect_CornerstonesLimit_Npc_Name,kontai
Land Tax,Grundsteuer,effect,,localization,resources.assets,2026-09-22,,Effect_ExplorationTax_Name,land_tax
Land Tax (big glade),Grundsteuer (große Lichtung),effect,,localization,resources.assets,2026-09-22,,Effect_ExplorationTaxPayment_Big_Name,land_tax_big_glade
Land Tax (small glade),Grundsteuer (kleine Lichtung),effect,,localization,resources.assets,2026-09-22,,Effect_ExplorationTaxPayment_Small_Name,land_tax_small_glade
Land of Greed,Land der Gier,effect,,localization,resources.assets,2026-09-22,,ModifierEffect_LandOfGreed_Name,land_of_greed
Large Baskets,Große Körbe,effect,,localization,resources.assets,2026-09-22,,Reward_ReinforcedTools_Plantation_Name,large_baskets
Large Berry Baskets,Große Beerenkörbe,effect,,localization,resources.assets,2026-09-22,,Reward_BerriesRawProd_Name,large_berry_baskets
Leakage,Leck,effect,,localization,resources.assets,2026-09-22,,SeasonalEffect_WeakHearth_Name,leakage
Leather Delivery Line,Leder-Lieferkette,effect,,localization,resources.assets,2026-09-22,,Reward_GoodPerMinute_Leather_Name,leather_delivery_line
Leather Gloves,Lederhandschuhe,effect,,localization,resources.assets,2026-09-22,,Reward_LeatherGloves_Name,leather_gloves
Leftover Crops,Übrig gebliebene Feldfrüchte,effect,,localization,resources.assets,2026-09-22,,Reward_CropsForGrain_Name,leftover_crops
Legendary Sunken Treasure,Legendärer versunkener Schatz,effect,,localization,resources.assets,2026-09-22,,Reward_RewardsPack_Legendary_Name,legendary_sunken_treasure
Leisure,Freizeit,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_LeasiureEffect_Name,leisure
Less is More,Weniger ist mehr,effect,,localization,resources.assets,2026-09-22,,Effect_FewerBlueprintsOptions_Name,less_is_more
Lesser Cold Flame,Kleine kalte Flamme,effect,,localization,resources.assets,2026-09-22,,Effect_ColdFlame_Weak_Name,lesser_cold_flame
Levitating Monument,Schwebendes Denkmal,effect,,localization,resources.assets,2026-09-22,,ModifierEffect_Move_Name,levitating_monument
Lichen,Flechte,effect,,localization,resources.assets,2026-09-22,,EffectModel_FoxHousesUniqueBonus_Name,lichen
Life from Beneath,Leben von unten,effect,,localization,resources.assets,2026-09-22,,Effect_SpawnBlightrot_BurialSite_Name,life_from_beneath
Light Timber,Leichtholz,effect,,localization,resources.assets,2026-09-22,,Reward_WoodcutterCapacity5_Name,light_timber
Light as a Feather,Leicht wie eine Feder,effect,,localization,resources.assets,2026-09-22,,Reward_HarpyGlobalCapacity_Name,light_as_a_feather
Lightning Strike,Blitzschlag,effect,,localization,resources.assets,2026-09-22,,Effect_LightningCatcher_Name,lightning_strike
